PROD_DATE,WELL_NAME,ON_STREAM_HRS,BOTTOMHOLE_FLOWING_PRESSURE (PSI),DOWNHOLE_TEMPERATURE (deg F),ANNULUS_PRESS (PSI),CHOKE_SIZE (%),WELL_HEAD_PRESSURE (PSI),WELL_HEAD_TEMPERATURE (deg F),CUMULATIVE_OIL_PROD (STB),CUMULATIVE_FORMATION_GAS_PROD (MSCF),CUMULATIVE_TOTAL_GAS_PROD (MSCF),CUMULATIVE_WATER_PROD (BBL),DAILY_OIL_PROD,DAILY_GAS_PROD,DAILY_WATER_PROD,GOR,WATER_CUT,DAYS_ON_PROD
2014-11-24,Well_#15,24.0,3140,204.949,13.151,20.78115,17.347,99.259,109853,115646,115646,101865,151.0,137.0,187.0,907.2847682119206,55.325443786982255,298
2014-11-25,Well_#15,24.0,3125,205.003,14.234,21.47732,17.039,89.639,110099,115868,115868,102326,246.0,222.0,461.0,902.439024390244,65.2050919377652,299
2014-11-26,Well_#15,24.0,3111,205.023,14.869,21.52785,17.776,94.642,110292,116044,116044,102746,193.0,176.0,420.0,911.9170984455959,68.51549755301795,300
2014-11-27,Well_#15,24.0,3072,205.117,16.348,22.86116,17.884,103.1,110485,116217,116217,103159,193.0,173.0,413.0,896.3730569948186,68.15181518151815,301
2014-11-28,Well_#15,24.0,2978,205.318,20.384,24.74155,18.239,113.677,110669,116382,116382,103549,184.0,165.0,390.0,896.7391304347826,67.94425087108013,302
2014-11-29,Well_#15,24.0,2973,205.326,20.604,24.7528,18.301,114.443,110862,116556,116556,103963,193.0,174.0,414.0,901.5544041450777,68.20428336079077,303
2014-11-30,Well_#15,24.0,2840,205.443,23.339,25.33171,17.728,120.689,111055,116729,116729,104378,193.0,173.0,415.0,896.3730569948186,68.25657894736842,304
2014-12-01,Well_#15,24.0,2803,205.422,22.592,25.40309,18.054,114.62,111351,116994,116994,104976,296.0,265.0,598.0,895.2702702702703,66.8903803131991,305
2014-12-02,Well_#15,24.0,2797,205.4,22.131,25.47617,18.037,116.308,111649,117261,117261,105579,298.0,267.0,603.0,895.9731543624162,66.92563817980022,306
2014-12-03,Well_#15,24.0,2744,202.213,22.09,25.49183,17.815,110.267,112017,117586,117586,106121,368.0,325.0,542.0,883.1521739130435,59.56043956043956,307
2014-12-04,Well_#15,24.0,2771,205.416,22.055,25.44733,17.641,118.646,112385,117913,117913,106662,368.0,327.0,541.0,888.5869565217391,59.515951595159514,308
2014-12-05,Well_#15,24.0,2779,205.403,21.205,25.52784,17.451,110.433,112754,118240,118240,107205,369.0,327.0,543.0,886.1788617886178,59.539473684210535,309
2014-12-06,Well_#15,24.0,2835,205.272,18.687,26.37711,17.878,106.464,113123,118567,118567,107747,369.0,327.0,542.0,886.1788617886178,59.49506037321625,310
2014-12-07,Well_#15,24.0,2806,205.358,20.492,27.69871,17.475,118.396,113491,118893,118893,108292,368.0,326.0,545.0,885.8695652173913,59.69331872946331,311
2014-12-08,Well_#15,24.0,2800,205.359,20.46,27.68973,17.529,117.207,113858,119220,119220,108837,367.0,327.0,545.0,891.0081743869209,59.75877192982456,312
2014-12-09,Well_#15,24.0,2800,205.354,20.08,27.84791,17.412,115.179,114142,119473,119473,109308,284.0,253.0,471.0,890.8450704225352,62.384105960264904,313
2014-12-10,Well_#15,24.0,2796,205.357,19.984,27.93148,17.337,112.074,114479,119771,119771,109775,337.0,298.0,467.0,884.272997032641,58.08457711442786,314
2014-12-11,Well_#15,24.0,2776,205.387,20.756,27.88221,17.279,114.126,114814,120069,120069,110242,335.0,298.0,467.0,889.5522388059702,58.22942643391521,315
2014-12-12,Well_#15,24.0,2760,205.413,21.238,27.97156,16.865,109.961,115149,120368,120368,110710,335.0,299.0,468.0,892.5373134328358,58.281444582814444,316
2014-12-13,Well_#15,24.0,2753,205.405,21.018,28.26319,16.818,114.839,115479,120662,120662,111176,330.0,294.0,466.0,890.9090909090909,58.5427135678392,317
2014-12-14,Well_#15,24.0,2706,205.483,22.784,31.05844,15.855,117.871,115812,120960,120960,111642,333.0,298.0,466.0,894.894894894895,58.322903629536924,318
2014-12-15,Well_#15,24.0,2730,205.442,21.318,31.57577,15.813,117.648,116146,121258,121258,112108,334.0,298.0,466.0,892.2155688622754,58.25,319
2014-12-16,Well_#15,24.0,2730,205.438,21.105,31.54061,15.773,117.572,116476,121554,121554,112576,330.0,296.0,468.0,896.969696969697,58.64661654135338,320
2014-12-17,Well_#15,24.0,2720,205.449,21.354,31.5221,15.702,120.248,116812,121851,121851,113043,336.0,297.0,467.0,883.9285714285714,58.15691158156911,321
2014-12-18,Well_#15,24.0,2733,205.421,20.63,31.52346,15.608,119.619,117143,122147,122147,113512,331.0,296.0,469.0,894.2598187311178,58.62500000000001,322
2014-12-19,Well_#15,18.38,2734,205.422,20.405,24.92257,15.758,116.962,117477,122442,122442,113978,334.0,295.0,466.0,883.2335329341317,58.25,323
2014-12-20,Well_#15,0.0,3262,201.034,3.71,8.07331,2.036,80.476,117805,122737,122737,114447,328.0,295.0,469.0,899.390243902439,58.8456712672522,324
2014-12-21,Well_#15,0.0,3466,200.151,1.073,1.26849,0.211,42.148,118137,123032,123032,114914,332.0,295.0,467.0,888.5542168674699,58.44806007509386,325
2014-12-22,Well_#15,0.0,3531,199.58,0.029,1.30837,5.352,40.843,118382,123256,123256,115272,245.0,224.0,358.0,914.2857142857143,59.369817578772796,326
2012-07-01,Well_#16,0.0,3836,186.395,0.586,2.61021,95.626,23.06,0,0,0,0,,,,0.0,0.0,0
2012-07-02,Well_#16,0.0,3046,199.308,19.057,8.66059,167.612,50.7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1
2012-07-03,Well_#16,0.0,2695,201.956,19.866,9.47037,154.914,67.089,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2
2012-07-04,Well_#16,0.0,2603,202.113,27.815,9.68774,146.067,66.691,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3
2012-07-05,Well_#16,24.0,2559,202.145,25.723,9.73094,139.695,62.878,351,327,327,0,351.0,327.0,0.0,931.6239316239316,0.0,4
2012-07-06,Well_#16,24.0,2570,202.002,12.026,9.40124,140.611,63.581,836,778,778,0,485.0,451.0,0.0,929.8969072164948,0.0,5
2012-07-07,Well_#16,24.0,2540,202.036,11.711,9.58125,137.566,67.664,1350,1263,1263,0,514.0,485.0,0.0,943.5797665369649,0.0,6
2012-07-08,Well_#16,24.0,2516,202.052,11.241,9.5359,134.996,67.412,1847,1719,1719,0,497.0,456.0,0.0,917.5050301810866,0.0,7
2012-07-09,Well_#16,24.0,2522,201.963,8.771,9.4146,135.406,70.032,2317,2139,2139,0,470.0,420.0,0.0,893.6170212765958,0.0,8
2012-07-10,Well_#16,24.0,2528,201.908,7.196,9.40036,135.615,68.328,2796,2564,2564,0,479.0,425.0,0.0,887.2651356993737,0.0,9
2012-07-11,Well_#16,24.0,2533,201.87,6.391,9.35825,135.743,80.251,3291,2997,2997,0,495.0,433.0,0.0,874.7474747474747,0.0,10
2012-07-12,Well_#16,24.0,2526,201.888,9.757,9.37573,135.066,74.519,3721,3378,3378,0,430.0,381.0,0.0,886.046511627907,0.0,11
2012-07-13,Well_#16,24.0,2522,201.896,11.608,9.40478,134.522,60.482,4130,3745,3745,0,409.0,367.0,0.0,897.3105134474328,0.0,12
2012-07-14,Well_#16,24.0,2540,201.806,10.427,9.34953,135.713,64.781,4574,4155,4155,0,444.0,410.0,0.0,923.4234234234234,0.0,13
2012-07-15,Well_#16,8.14,2526,201.908,11.052,4.61685,133.513,66.21,4935,4478,4478,0,361.0,323.0,0.0,894.7368421052631,0.0,14
2012-07-16,Well_#16,19.78,2676,200.638,3.125,3.84505,149.558,53.694,5297,4790,4790,0,362.0,312.0,0.0,861.878453038674,0.0,15
2012-07-17,Well_#16,24.0,2525,202.02,11.129,4.16839,135.692,64.263,5675,5131,5131,0,378.0,341.0,0.0,902.1164021164021,0.0,16
2012-07-18,Well_#16,24.0,2519,202.098,13.957,3.60195,135.197,76.956,6031,5470,5470,0,356.0,339.0,0.0,952.2471910112359,0.0,17
2012-07-19,Well_#16,24.0,2521,202.09,13.706,3.44367,135.188,74.568,6369,5786,5786,0,338.0,316.0,0.0,934.9112426035502,0.0,18
2012-07-20,Well_#16,7.88,2542,202.035,12.727,1.98306,135.339,69.047,6705,6097,6097,0,336.0,311.0,0.0,925.5952380952381,0.0,19
2012-07-21,Well_#16,21.94,2747,200.766,3.055,3.04424,158.799,64.203,7031,6399,6399,0,326.0,302.0,0.0,926.3803680981595,0.0,20
2012-07-22,Well_#16,24.0,2532,202.221,13.662,4.86512,137.175,81.544,7343,6688,6688,0,312.0,289.0,0.0,926.2820512820513,0.0,21
2012-07-23,Well_#16,15.39,2523,202.269,14.126,4.16108,134.674,87.161,7724,7037,7037,0,381.0,349.0,0.0,916.010498687664,0.0,22
2012-07-24,Well_#16,23.28,2651,201.401,5.812,3.6178,146.947,73.987,8098,7387,7387,0,374.0,350.0,0.0,935.8288770053476,0.0,23
2012-07-25,Well_#16,24.0,2518,202.305,14.965,3.95898,135.279,77.385,8432,7722,7722,0,334.0,335.0,0.0,1002.9940119760479,0.0,24
2012-07-26,Well_#16,24.0,2519,202.288,15.282,3.66738,135.436,87.581,8695,7986,7986,0,263.0,264.0,0.0,1003.8022813688212,0.0,25
2012-07-27,Well_#16,24.0,2511,202.313,15.317,3.59948,134.539,84.053,9029,8305,8305,0,334.0,319.0,0.0,955.0898203592815,0.0,26
2012-07-28,Well_#16,24.0,2531,202.22,14.189,3.23864,135.992,93.292,9399,8655,8655,0,370.0,350.0,0.0,945.9459459459459,0.0,27
2012-07-29,Well_#16,24.0,2531,202.223,14.359,3.22426,135.832,99.719,9747,8984,8984,0,348.0,329.0,0.0,945.4022988505748,0.0,28
2012-07-30,Well_#16,11.17,2622,201.369,11.146,2.86487,135.185,87.005,10085,9301,9301,0,338.0,317.0,0.0,937.8698224852071,0.0,29
2012-07-31,Well_#16,24.0,2559,201.968,17.919,3.51411,136.913,86.892,10393,9592,9592,0,308.0,291.0,0.0,944.8051948051948,0.0,30
2012-08-01,Well_#16,24.0,2517,202.266,24.077,3.25506,133.515,78.543,10656,9842,9842,0,263.0,250.0,0.0,950.5703422053232,0.0,31
2012-08-02,Well_#16,24.0,2529,202.238,23.685,2.98985,135.335,83.115,10790,9975,9975,0,134.0,133.0,0.0,992.5373134328358,0.0,32
2012-08-03,Well_#16,24.0,2535,202.216,23.363,2.86953,135.881,85.049,11092,10261,10261,0,302.0,286.0,0.0,947.0198675496689,0.0,33
2012-08-04,Well_#16,24.0,2532,202.238,23.135,2.91979,135.55,83.885,11373,10527,10527,0,281.0,266.0,0.0,946.6192170818505,0.0,34
2012-08-05,Well_#16,24.0,2528,202.245,23.262,2.91297,135.425,87.488,11629,10770,10770,0,256.0,243.0,0.0,949.21875,0.0,35
2012-08-06,Well_#16,24.0,2510,200.959,23.246,2.87914,134.873,82.287,11881,11008,11008,0,252.0,238.0,0.0,944.4444444444445,0.0,36
2012-08-07,Well_#16,24.0,2528,202.223,22.768,2.84609,135.188,84.78,12132,11246,11246,0,251.0,238.0,0.0,948.207171314741,0.0,37
2012-08-08,Well_#16,24.0,2522,202.24,22.415,2.80906,134.505,84.557,12411,11509,11509,0,279.0,263.0,0.0,942.652329749104,0.0,38
2012-08-09,Well_#16,24.0,2527,202.213,22.19,2.67103,134.737,92.917,12679,11762,11762,0,268.0,253.0,0.0,944.0298507462686,0.0,39
2012-08-10,Well_#16,24.0,2521,202.231,21.88,2.6437,134.628,89.33,12944,12012,12012,0,265.0,250.0,0.0,943.3962264150944,0.0,40
2012-08-11,Well_#16,24.0,2520,202.238,21.54,2.61746,134.599,80.345,13204,12258,12258,0,260.0,246.0,0.0,946.1538461538462,0.0,41
2012-08-12,Well_#16,24.0,2519,202.241,21.232,2.46463,134.639,75.542,13456,12495,12495,0,252.0,237.0,0.0,940.4761904761905,0.0,42
2012-08-13,Well_#16,24.0,2524,202.223,20.937,2.43853,134.804,84.224,13698,12723,12723,0,242.0,228.0,0.0,942.1487603305785,0.0,43
2012-08-14,Well_#16,24.0,2522,202.267,20.722,2.36888,134.194,91.492,13938,12952,12952,0,240.0,229.0,0.0,954.1666666666666,0.0,44
2012-08-15,Well_#16,24.0,2525,202.255,20.606,2.33872,133.592,88.809,14174,13177,13177,0,236.0,225.0,0.0,953.3898305084746,0.0,45
2012-08-16,Well_#16,24.0,2521,202.279,20.47,2.41087,132.535,89.342,14400,13392,13392,0,226.0,215.0,0.0,951.3274336283185,0.0,46
2012-08-17,Well_#16,24.0,2523,202.29,20.395,2.40297,132.769,86.55,14633,13612,13612,0,233.0,220.0,0.0,944.206008583691,0.0,47
2012-08-18,Well_#16,24.0,2536,202.234,19.79,2.36866,133.344,90.715,14864,13828,13828,0,231.0,216.0,0.0,935.0649350649351,0.0,48
2012-08-19,Well_#16,24.0,2525,202.291,20.414,2.53575,132.261,101.951,15096,14049,14049,0,232.0,221.0,0.0,952.5862068965517,0.0,49
2012-08-20,Well_#16,24.0,2521,202.31,20.627,2.59219,132.092,99.008,15325,14264,14264,0,229.0,215.0,0.0,938.8646288209607,0.0,50
2012-08-21,Well_#16,24.0,2519,202.313,20.583,2.61279,132.416,95.635,15552,14477,14477,0,227.0,213.0,0.0,938.3259911894273,0.0,51
2012-08-22,Well_#16,24.0,2518,202.317,20.472,2.46329,132.571,99.117,15814,14723,14723,0,262.0,246.0,0.0,938.9312977099237,0.0,52
2012-08-23,Well_#16,24.0,2515,202.326,20.487,2.54135,132.734,94.256,16078,14971,14971,0,264.0,248.0,0.0,939.3939393939394,0.0,53
2012-08-24,Well_#16,24.0,2520,202.297,20.207,2.51556,133.525,98.354,16342,15219,15219,0,264.0,248.0,0.0,939.3939393939394,0.0,54
2012-08-25,Well_#16,24.0,2522,202.283,19.916,2.46926,134.021,94.845,16597,15459,15459,0,255.0,240.0,0.0,941.1764705882352,0.0,55
2012-08-26,Well_#16,24.0,2519,202.302,20.097,2.44906,133.676,98.649,16854,15701,15701,0,257.0,242.0,0.0,941.6342412451362,0.0,56
2012-08-27,Well_#16,24.0,2518,202.299,20.164,2.44505,133.625,98.681,17110,15940,15940,0,256.0,239.0,0.0,933.59375,0.0,57
2012-08-28,Well_#16,24.0,2516,202.306,19.921,2.33412,133.486,92.93,17358,16175,16175,0,248.0,235.0,0.0,947.5806451612904,0.0,58
2012-08-29,Well_#16,24.0,2525,202.262,19.392,2.1706,134.145,85.68,17606,16407,16407,0,248.0,232.0,0.0,935.483870967742,0.0,59
2012-08-30,Well_#16,24.0,2517,202.303,19.737,2.2446,133.407,86.22,17851,16640,16640,0,245.0,233.0,0.0,951.0204081632653,0.0,60
2012-08-31,Well_#16,13.42,2523,202.089,19.044,2.17685,131.789,87.983,18088,16862,16862,0,237.0,222.0,0.0,936.7088607594936,0.0,61
2012-09-01,Well_#16,24.0,2519,201.935,16.463,2.98058,131.2,81.895,18313,17074,17074,0,225.0,212.0,0.0,942.2222222222222,0.0,62
2012-09-02,Well_#16,1.56,2552,202.085,18.87,1.73656,134.763,86.541,18543,17291,17291,0,230.0,217.0,0.0,943.4782608695652,0.0,63
2012-09-03,Well_#16,6.36,2625,200.357,6.795,14.51274,141.473,72.002,18735,17475,17475,94,192.0,184.0,94.0,958.3333333333334,32.86713286713287,64
2012-09-04,Well_#16,24.0,2521,202.236,17.783,0.75599,133.805,86.257,19003,17736,17736,227,268.0,261.0,133.0,973.8805970149253,33.16708229426434,65
2012-09-05,Well_#16,23.0,2520,202.343,21.203,12.65657,134.612,94.239,19200,17927,17927,327,197.0,191.0,100.0,969.5431472081218,33.670033670033675,66
2012-09-06,Well_#16,24.0,2521,202.417,23.287,12.78188,135.182,98.541,19495,18233,18233,479,295.0,306.0,152.0,1037.2881355932204,34.00447427293065,67
2012-09-07,Well_#16,24.0,2538,202.382,22.896,12.57608,137.528,95.533,19685,18424,18424,572,190.0,191.0,93.0,1005.2631578947369,32.86219081272085,68
2012-09-08,Well_#16,24.0,2535,202.42,23.276,12.54523,137.6,87.467,20029,18746,18746,741,344.0,322.0,169.0,936.046511627907,32.94346978557505,69
2012-09-09,Well_#16,24.0,2530,202.445,23.306,12.5404,137.332,81.403,20262,18967,18967,859,233.0,221.0,118.0,948.4978540772532,33.61823361823362,70
2012-09-10,Well_#16,24.0,2525,202.475,23.145,12.53634,136.696,74.104,20506,19197,19197,978,244.0,230.0,119.0,942.6229508196722,32.78236914600551,71
2012-09-11,Well_#16,24.0,2526,202.48,23.187,12.2792,136.702,81.955,20750,19427,19427,1100,244.0,230.0,122.0,942.6229508196722,33.33333333333333,72
2012-09-12,Well_#16,18.06,2525,202.5,22.972,10.64829,136.459,88.263,20995,19657,19657,1225,245.0,230.0,125.0,938.7755102040817,33.78378378378378,73
2012-09-13,Well_#16,18.94,2608,201.57,15.25,10.02346,141.836,79.307,21243,19893,19893,1349,248.0,236.0,124.0,951.6129032258065,33.33333333333333,74
2012-09-14,Well_#16,24.0,2519,202.43,22.064,12.62097,135.483,89.71,21488,20126,20126,1469,245.0,233.0,120.0,951.0204081632653,32.87671232876712,75
2012-09-15,Well_#16,24.0,2521,202.449,22.807,12.45271,136.165,96.896,21672,20304,20304,1560,184.0,178.0,91.0,967.3913043478261,33.09090909090909,76
2012-09-16,Well_#16,21.71,2559,202.191,20.368,11.1343,139.565,89.064,21880,20507,20507,1663,208.0,203.0,103.0,975.9615384615385,33.11897106109325,77
2012-09-17,Well_#16,24.0,2521,202.516,22.626,12.33667,136.267,94.603,22120,20738,20738,1779,240.0,231.0,116.0,962.5,32.58426966292135,78
2012-09-18,Well_#16,24.0,2520,202.571,22.53,12.29738,136.219,84.58,22369,20974,20974,1907,249.0,236.0,128.0,947.7911646586346,33.95225464190981,79
2012-09-19,Well_#16,24.0,2524,202.615,22.279,12.31462,136.327,89.934,22590,21198,21198,2015,221.0,224.0,108.0,1013.5746606334842,32.82674772036474,80
2012-09-20,Well_#16,24.0,2525,202.628,22.249,12.0671,136.116,91.937,22841,21436,21436,2140,251.0,238.0,125.0,948.207171314741,33.244680851063826,81
2012-09-21,Well_#16,24.0,2523,202.644,22.621,12.33761,135.705,96.114,23090,21672,21672,2266,249.0,236.0,126.0,947.7911646586346,33.6,82
2012-09-22,Well_#16,24.0,2514,202.322,22.575,12.36388,135.387,87.967,23337,21907,21907,2391,247.0,235.0,125.0,951.417004048583,33.60215053763441,83
2012-09-23,Well_#16,24.0,2523,202.648,22.587,12.33129,135.219,91.294,23584,22142,22142,2512,247.0,235.0,121.0,951.417004048583,32.880434782608695,84
2012-09-24,Well_#16,24.0,2522,202.651,22.657,12.31378,134.976,97.419,23832,22377,22377,2634,248.0,235.0,122.0,947.5806451612904,32.972972972972975,85
2012-09-25,Well_#16,24.0,2514,202.679,22.925,12.45178,134.087,97.391,24080,22613,22613,2757,248.0,236.0,123.0,951.6129032258065,33.153638814016176,86
2012-09-26,Well_#16,24.0,2513,202.676,22.841,12.50457,133.844,94.448,24330,22850,22850,2882,250.0,237.0,125.0,948.0,33.33333333333333,87
2012-09-27,Well_#16,24.0,2517,202.652,22.634,12.40383,134.005,103.787,24577,23085,23085,3009,247.0,235.0,127.0,951.417004048583,33.9572192513369,88
2012-09-28,Well_#16,24.0,2520,202.639,22.294,12.31059,134.126,97.973,24829,23323,23323,3136,252.0,238.0,127.0,944.4444444444445,33.50923482849604,89
2012-09-29,Well_#16,22.48,2517,202.648,22.042,11.74015,133.911,80.751,25080,23560,23560,3259,251.0,237.0,123.0,944.2231075697212,32.887700534759354,90
2012-09-30,Well_#16,19.69,2583,201.951,16.833,10.22691,138.879,74.634,25328,23801,23801,3380,248.0,241.0,121.0,971.7741935483871,32.79132791327913,91
2012-10-01,Well_#16,24.0,2517,202.583,21.286,12.13349,134.704,85.58,25566,24014,24014,3501,238.0,213.0,121.0,894.9579831932773,33.70473537604457,92
2012-10-02,Well_#16,24.0,2524,202.586,21.164,12.11424,134.506,80.481,25784,24208,24208,3611,218.0,194.0,110.0,889.9082568807339,33.53658536585366,93
2012-10-03,Well_#16,24.0,2527,202.59,21.417,12.06348,133.864,91.281,25976,24380,24380,3706,192.0,172.0,95.0,895.8333333333334,33.10104529616725,94
2012-10-04,Well_#16,24.0,2523,202.619,21.864,12.19977,132.9,103.785,26223,24600,24600,3829,247.0,220.0,123.0,890.6882591093117,33.24324324324324,95
2012-10-05,Well_#16,24.0,2520,202.631,21.596,12.34652,132.442,98.975,26467,24818,24818,3951,244.0,218.0,122.0,893.4426229508197,33.33333333333333,96
2012-10-06,Well_#16,24.0,2520,202.635,21.513,12.30914,132.326,97.636,26711,25037,25037,4071,244.0,219.0,120.0,897.5409836065573,32.967032967032964,97
2012-10-07,Well_#16,24.0,2511,202.67,21.789,12.37073,131.379,98.284,26956,25258,25258,4191,245.0,221.0,120.0,902.0408163265306,32.87671232876712,98
2012-10-08,Well_#16,24.0,2514,202.653,21.514,12.34178,131.604,99.507,27195,25473,25473,4311,239.0,215.0,120.0,899.581589958159,33.42618384401114,99
2012-10-09,Well_#16,24.0,2521,202.619,21.359,12.28715,132.066,100.917,27425,25681,25681,4423,230.0,208.0,112.0,904.3478260869565,32.748538011695906,100
2012-10-10,Well_#16,24.0,2517,202.633,21.241,12.34124,131.556,93.513,27654,25887,25887,4540,229.0,206.0,117.0,899.5633187772926,33.81502890173411,101
2012-10-11,Well_#16,24.0,2520,202.612,20.944,12.34684,131.761,92.444,27882,26092,26092,4653,228.0,205.0,113.0,899.1228070175439,33.137829912023456,102
2012-10-12,Well_#16,24.0,2519,202.614,20.714,12.33648,131.442,87.734,28107,26292,26292,4765,225.0,200.0,112.0,888.8888888888889,33.23442136498516,103
2012-10-13,Well_#16,24.0,2523,202.593,20.71,12.30764,131.624,96.266,28332,26494,26494,4877,225.0,202.0,112.0,897.7777777777778,33.23442136498516,104
2012-10-14,Well_#16,24.0,2523,202.585,20.338,12.32526,131.355,93.75,28590,26727,26727,5009,258.0,233.0,132.0,903.1007751937984,33.84615384615385,105
2012-10-15,Well_#16,24.0,2517,202.614,20.578,12.33031,130.454,87.691,28844,26957,26957,5138,254.0,230.0,129.0,905.511811023622,33.68146214099217,106
2012-10-16,Well_#16,24.0,2518,202.605,20.393,12.31691,130.347,87.081,29097,27187,27187,5262,253.0,230.0,124.0,909.0909090909091,32.891246684350136,107
2012-10-17,Well_#16,24.0,2522,202.584,19.999,12.28563,130.315,94.348,29359,27416,27416,5389,262.0,229.0,127.0,874.0458015267176,32.64781491002571,108
2012-10-18,Well_#16,24.0,2529,202.554,19.626,12.22793,130.551,99.636,29707,27715,27715,5568,348.0,299.0,179.0,859.1954022988506,33.96584440227704,109
2012-10-19,Well_#16,24.0,2528,202.561,19.469,11.9658,129.805,95.042,29961,27803,27803,5698,254.0,88.0,130.0,346.45669291338584,33.85416666666667,110
2012-10-20,Well_#16,24.0,2526,202.564,19.449,11.95197,129.422,99.603,30193,28010,28010,5817,232.0,207.0,119.0,892.2413793103449,33.903133903133906,111
2012-10-21,Well_#16,24.0,2524,202.562,19.561,11.91477,129.016,98.218,30418,28213,28213,5929,225.0,203.0,112.0,902.2222222222222,33.23442136498516,112
2012-10-22,Well_#16,24.0,2523,202.537,19.138,12.02191,128.454,98.939,30641,28415,28415,6043,223.0,202.0,114.0,905.829596412556,33.82789317507419,113
2012-10-23,Well_#16,24.0,2461,202.8,22.107,13.13761,123.722,102.86,30867,28618,28618,6153,226.0,203.0,110.0,898.2300884955753,32.73809523809524,114
2012-10-24,Well_#16,24.0,2461,202.744,21.099,12.65232,124.946,93.786,31077,28807,28807,6260,210.0,189.0,107.0,900.0,33.753943217665615,115
2012-10-25,Well_#16,24.0,2460,202.709,20.488,12.52351,124.066,89.965,31287,28994,28994,6363,210.0,187.0,103.0,890.4761904761905,32.9073482428115,116
2012-10-26,Well_#16,24.0,2459,202.676,20.038,12.68706,123.423,92.35,31520,29199,29199,6480,233.0,205.0,117.0,879.8283261802575,33.42857142857143,117
2012-10-27,Well_#16,24.0,2457,202.651,19.621,12.63899,122.881,94.693,31746,29398,29398,6595,226.0,199.0,115.0,880.5309734513274,33.724340175953074,118
2012-10-28,Well_#16,24.0,2460,202.612,18.973,12.61365,122.582,98.367,31967,29589,29589,6703,221.0,191.0,108.0,864.2533936651583,32.82674772036474,119
2012-10-29,Well_#16,24.0,2460,202.587,18.532,12.55323,122.223,95.667,32190,29784,29784,6812,223.0,195.0,109.0,874.4394618834081,32.831325301204814,120
2012-10-30,Well_#16,24.0,2458,202.588,18.848,12.47143,121.56,107.183,32411,29979,29979,6924,221.0,195.0,112.0,882.3529411764706,33.633633633633636,121
2012-10-31,Well_#16,24.0,2479,202.495,18.102,12.14123,123.655,104.73,32635,30183,30183,7039,224.0,204.0,115.0,910.7142857142857,33.92330383480826,122
2012-11-01,Well_#16,24.0,2521,202.282,15.966,11.37569,127.511,91.319,32860,30387,30387,7149,225.0,204.0,110.0,906.6666666666666,32.83582089552239,123
2012-11-02,Well_#16,24.0,2521,202.33,16.109,11.78047,126.448,100.83,33084,30591,30591,7263,224.0,204.0,114.0,910.7142857142857,33.72781065088758,124
2012-11-03,Well_#16,24.0,2510,201.494,16.492,11.77514,125.961,97.95,33303,30783,30783,7374,219.0,192.0,111.0,876.7123287671233,33.63636363636363,125
2012-11-04,Well_#16,24.0,2518,202.415,17.003,11.85823,125.862,105.372,33498,30963,30963,7472,195.0,180.0,98.0,923.0769230769231,33.44709897610921,126
2012-11-05,Well_#16,24.0,2521,202.422,16.936,11.91687,126.26,105.113,33700,31149,31149,7573,202.0,186.0,101.0,920.7920792079208,33.33333333333333,127
2012-11-06,Well_#16,24.0,2523,202.437,17.098,11.8981,126.492,103.787,33931,31361,31361,7689,231.0,212.0,116.0,917.7489177489177,33.429394812680115,128
2012-11-07,Well_#16,24.0,2522,202.463,17.412,11.93852,126.335,105.234,34165,31577,31577,7807,234.0,216.0,118.0,923.0769230769231,33.52272727272727,129
2012-11-08,Well_#16,21.5,2552,202.135,16.076,10.63273,131.567,87.423,34402,31796,31796,7929,237.0,219.0,122.0,924.0506329113924,33.98328690807799,130
2012-11-09,Well_#16,24.0,2527,202.418,16.315,11.8355,128.498,84.476,34644,32018,32018,8051,242.0,222.0,122.0,917.3553719008264,33.51648351648351,131
2012-11-10,Well_#16,24.0,2537,202.422,17.18,11.81703,128.383,86.664,34887,32243,32243,8175,243.0,225.0,124.0,925.925925925926,33.787465940054496,132
2012-11-11,Well_#16,24.0,2530,202.487,17.855,12.01604,127.064,99.637,35108,32448,32448,8284,221.0,205.0,109.0,927.6018099547512,33.03030303030303,133
2012-11-12,Well_#16,24.0,2524,202.545,18.52,12.02974,126.927,102.193,35348,32668,32668,8405,240.0,220.0,121.0,916.6666666666666,33.51800554016621,134
2012-11-13,Well_#16,24.0,2522,202.572,18.823,12.03462,127.447,99.134,35585,32887,32887,8522,237.0,219.0,117.0,924.0506329113924,33.05084745762712,135
2012-11-14,Well_#16,24.0,2525,202.57,18.692,11.98439,127.884,96.104,35841,33122,33122,8650,256.0,235.0,128.0,917.96875,33.33333333333333,136
2012-11-15,Well_#16,24.0,2524,202.583,18.879,11.97574,127.899,101.167,36097,33353,33353,8776,256.0,231.0,126.0,902.34375,32.98429319371728,137
2012-11-16,Well_#16,24.0,2523,202.595,18.872,11.96954,127.972,94.624,36355,33586,33586,8903,258.0,233.0,127.0,903.1007751937984,32.98701298701299,138
2012-11-17,Well_#16,24.0,2521,202.612,19.02,11.91031,127.54,101.648,36611,33818,33818,9032,256.0,232.0,129.0,906.25,33.506493506493506,139
2012-11-18,Well_#16,24.0,2519,202.614,18.906,11.88757,127.484,107.451,36900,34082,34082,9177,289.0,264.0,145.0,913.4948096885813,33.41013824884793,140
